event_a,event_b,shared_scenarios_count,shared_scenarios,jaccard_similarity,total_scenarios_a,total_scenarios_b
SCAiAggroPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.1111,7,3
SCAiAggroPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.1429,7,1
SCAiAggroPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.1429,7,1
SCAiAggroPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.1429,7,1
SCAiAggroPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.1429,7,1
SCAiAggroPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.125,7,2
SCAiAggroPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.125,7,2
SCAiAggroPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1,7,4
SCAiAggroPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.1429,7,1
SCBmPointPacket,SCBuffCreatedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCBuffRemovedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCCastingStoppedPacket,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,SCChatBubblePacket,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,SCCombatClearedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCCombatFirstHitPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,SCNpcInteractionSkillListPacket,1,quest_accept_and_turnin,0.1429,2,6
SCBmPointPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,SCQuestContextStartedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCBmPointPacket,SCQuestContextUpdatedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCBmPointPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCBmPointPacket,SCUnitDeathPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCBmPointPacket,SCUnitHealedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCBmPointPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.2,2,4
SCBmPointPacket,SCUnitsRemovedPacket,1,quest_accept_and_turnin,0.25,2,3
SCBmPointPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.5,2,1
SCBmPointPacket,resource:money_changed,1,quest_accept_and_turnin,0.2,2,4
SCBmPointPacket,skill:instant_cast,1,quest_accept_and_turnin,0.1429,2,6
SCBuffCreatedPacket,SCCastingStoppedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,SCChatBubblePacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffCreatedPacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffCreatedPacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffCreatedPacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffCreatedPacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffCreatedPacket,SCItemTaskSuccessPacket,1,quest_accept_and_turnin,0.0833,3,10
SCBuffCreatedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffCreatedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffCreatedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,SCSkillStartedPacket,1,quest_accept_and_turnin,0.1667,3,4
SCBuffCreatedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffCreatedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffCreatedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1667,3,4
SCBuffCreatedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.3333,3,1
SCBuffCreatedPacket,resource:money_changed,1,quest_accept_and_turnin,0.1667,3,4
SCBuffRemovedPacket,SCCastingStoppedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,SCChatBubblePacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffRemovedPacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffRemovedPacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffRemovedPacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffRemovedPacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffRemovedPacket,SCItemTaskSuccessPacket,1,quest_accept_and_turnin,0.0833,3,10
SCBuffRemovedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffRemovedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCBuffRemovedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,SCSkillStartedPacket,1,quest_accept_and_turnin,0.1667,3,4
SCBuffRemovedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffRemovedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCBuffRemovedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1667,3,4
SCBuffRemovedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.3333,3,1
SCBuffRemovedPacket,resource:money_changed,1,quest_accept_and_turnin,0.1667,3,4
SCCastingStoppedPacket,SCChatBubblePacket,1,quest_accept_and_turnin,1.0,1,1
SCCastingStoppedPacket,SCChatMessagePacket,1,quest_accept_and_turnin,0.0714,1,14
SCCastingStoppedPacket,SCCombatClearedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCCombatFirstHitPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCDoodadsCreatedPacket,1,quest_accept_and_turnin,0.25,1,4
SCCastingStoppedPacket,SCDoodadsRemovedPacket,1,quest_accept_and_turnin,0.25,1,4
SCCastingStoppedPacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCItemTaskSuccessPacket,1,quest_accept_and_turnin,0.1,1,10
SCCastingStoppedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,1.0,1,1
SCCastingStoppedPacket,SCNpcInteractionSkillListPacket,1,quest_accept_and_turnin,0.1667,1,6
SCCastingStoppedPacket,SCOneUnitMovementPacket,1,quest_accept_and_turnin,0.0714,1,14
SCCastingStoppedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,1.0,1,1
SCCastingStoppedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,1.0,1,1
SCCastingStoppedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,1.0,1,1
SCCastingStoppedPacket,SCQuestContextStartedPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCQuestContextUpdatedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCSkillEndedPacket,1,quest_accept_and_turnin,0.1,1,10
SCCastingStoppedPacket,SCSkillFiredPacket,1,quest_accept_and_turnin,0.1,1,10
SCCastingStoppedPacket,SCSkillStartedPacket,1,quest_accept_and_turnin,0.25,1,4
SCCastingStoppedPacket,SCTargetChangedPacket,1,quest_accept_and_turnin,0.0833,1,12
SCCastingStoppedPacket,SCTimeOfDayPacket,1,quest_accept_and_turnin,0.0769,1,13
SCCastingStoppedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCUnitDeathPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCUnitHealedPacket,1,quest_accept_and_turnin,0.5,1,2
SCCastingStoppedPacket,SCUnitModelPostureChangedPacket,1,quest_accept_and_turnin,0.0714,1,14
SCCastingStoppedPacket,SCUnitPointsPacket,1,quest_accept_and_turnin,0.1,1,10
SCCastingStoppedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.25,1,4
SCCastingStoppedPacket,SCUnitsRemovedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCCastingStoppedPacket,lifecycle:trace_started,1,quest_accept_and_turnin,0.0714,1,14
SCCastingStoppedPacket,lifecycle:trace_stopped,1,quest_accept_and_turnin,0.0769,1,13
SCCastingStoppedPacket,movement:move_begin,1,quest_accept_and_turnin,0.1111,1,9
SCCastingStoppedPacket,movement:move_stop,1,quest_accept_and_turnin,0.1111,1,9
SCCastingStoppedPacket,movement:movement_update,1,quest_accept_and_turnin,0.2,1,5
SCCastingStoppedPacket,packet:packet_in,1,quest_accept_and_turnin,0.0714,1,14
SCCastingStoppedPacket,packet:packet_out,1,quest_accept_and_turnin,0.0714,1,14
SCCastingStoppedPacket,refusal:skill_refused,1,quest_accept_and_turnin,1.0,1,1
SCCastingStoppedPacket,resource:money_changed,1,quest_accept_and_turnin,0.25,1,4
SCCastingStoppedPacket,skill:instant_cast,1,quest_accept_and_turnin,0.1667,1,6
SCCastingStoppedPacket,skill:skill_requested,1,quest_accept_and_turnin,0.1111,1,9
SCChatBubblePacket,SCChatMessagePacket,1,quest_accept_and_turnin,0.0714,1,14
SCChatBubblePacket,SCCombatClearedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCCombatFirstHitPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCDoodadsCreatedPacket,1,quest_accept_and_turnin,0.25,1,4
SCChatBubblePacket,SCDoodadsRemovedPacket,1,quest_accept_and_turnin,0.25,1,4
SCChatBubblePacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCItemTaskSuccessPacket,1,quest_accept_and_turnin,0.1,1,10
SCChatBubblePacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCMateStatePacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,1.0,1,1
SCChatBubblePacket,SCNpcInteractionSkillListPacket,1,quest_accept_and_turnin,0.1667,1,6
SCChatBubblePacket,SCOneUnitMovementPacket,1,quest_accept_and_turnin,0.0714,1,14
SCChatBubblePacket,SCPlaySoundPacket,1,quest_accept_and_turnin,1.0,1,1
SCChatBubblePacket,SCPlotEndedPacket,1,quest_accept_and_turnin,1.0,1,1
SCChatBubblePacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,1.0,1,1
SCChatBubblePacket,SCQuestContextStartedPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCQuestContextUpdatedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCSkillEndedPacket,1,quest_accept_and_turnin,0.1,1,10
SCChatBubblePacket,SCSkillFiredPacket,1,quest_accept_and_turnin,0.1,1,10
SCChatBubblePacket,SCSkillStartedPacket,1,quest_accept_and_turnin,0.25,1,4
SCChatBubblePacket,SCTargetChangedPacket,1,quest_accept_and_turnin,0.0833,1,12
SCChatBubblePacket,SCTimeOfDayPacket,1,quest_accept_and_turnin,0.0769,1,13
SCChatBubblePacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCUnitDeathPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCUnitHealedPacket,1,quest_accept_and_turnin,0.5,1,2
SCChatBubblePacket,SCUnitModelPostureChangedPacket,1,quest_accept_and_turnin,0.0714,1,14
SCChatBubblePacket,SCUnitPointsPacket,1,quest_accept_and_turnin,0.1,1,10
SCChatBubblePacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.25,1,4
SCChatBubblePacket,SCUnitsRemovedPacket,1,quest_accept_and_turnin,0.3333,1,3
SCChatBubblePacket,lifecycle:trace_started,1,quest_accept_and_turnin,0.0714,1,14
SCChatBubblePacket,lifecycle:trace_stopped,1,quest_accept_and_turnin,0.0769,1,13
SCChatBubblePacket,movement:move_begin,1,quest_accept_and_turnin,0.1111,1,9
SCChatBubblePacket,movement:move_stop,1,quest_accept_and_turnin,0.1111,1,9
SCChatBubblePacket,movement:movement_update,1,quest_accept_and_turnin,0.2,1,5
SCChatBubblePacket,packet:packet_in,1,quest_accept_and_turnin,0.0714,1,14
SCChatBubblePacket,packet:packet_out,1,quest_accept_and_turnin,0.0714,1,14
SCChatBubblePacket,refusal:skill_refused,1,quest_accept_and_turnin,1.0,1,1
SCChatBubblePacket,resource:money_changed,1,quest_accept_and_turnin,0.25,1,4
SCChatBubblePacket,skill:instant_cast,1,quest_accept_and_turnin,0.1667,1,6
SCChatBubblePacket,skill:skill_requested,1,quest_accept_and_turnin,0.1111,1,9
SCChatMessagePacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.0714,14,1
SCChatMessagePacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.0714,14,1
SCChatMessagePacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.0714,14,1
SCChatMessagePacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.0714,14,1
SCChatMessagePacket,refusal:skill_refused,1,quest_accept_and_turnin,0.0714,14,1
SCCombatClearedPacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatClearedPacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatClearedPacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatClearedPacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatClearedPacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatClearedPacket,SCItemTaskSuccessPacket,1,quest_accept_and_turnin,0.0833,3,10
SCCombatClearedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatClearedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatClearedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatClearedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatClearedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatClearedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatClearedPacket,SCSkillStartedPacket,1,quest_accept_and_turnin,0.1667,3,4
SCCombatClearedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatClearedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatClearedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1667,3,4
SCCombatClearedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.3333,3,1
SCCombatClearedPacket,resource:money_changed,1,quest_accept_and_turnin,0.1667,3,4
SCCombatFirstHitPacket,SCDoodadCreatedPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatFirstHitPacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatFirstHitPacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatFirstHitPacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatFirstHitPacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatFirstHitPacket,SCItemTaskSuccessPacket,1,quest_accept_and_turnin,0.0833,3,10
SCCombatFirstHitPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatFirstHitPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCCombatFirstHitPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatFirstHitPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatFirstHitPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatFirstHitPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCCombatFirstHitPacket,SCSkillStartedPacket,1,quest_accept_and_turnin,0.1667,3,4
SCCombatFirstHitPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatFirstHitPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCCombatFirstHitPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1667,3,4
SCCombatFirstHitPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.3333,3,1
SCCombatFirstHitPacket,resource:money_changed,1,quest_accept_and_turnin,0.1667,3,4
SCDoodadCreatedPacket,SCDoodadRemovedPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCErrorMsgPacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,SCExpChangedPacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,SCICSCashPointPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCDoodadCreatedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.3333,3,1
SCDoodadCreatedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCDoodadCreatedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCDoodadCreatedPacket,SCQuestContextStartedPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCQuestContextUpdatedPacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCUnitDeathPacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCUnitHealedPacket,1,quest_accept_and_turnin,0.25,3,2
SCDoodadCreatedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1667,3,4
SCDoodadCreatedPacket,SCUnitsRemovedPacket,1,quest_accept_and_turnin,0.2,3,3
SCDoodadCreatedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.3333,3,1
SCDoodadCreatedPacket,skill:instant_cast,1,quest_accept_and_turnin,0.125,3,6
SCDoodadRemovedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.25,2,3
SCDoodadRemovedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.25,2,3
SCDoodadRemovedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.5,2,1
SCDoodadRemovedPacket,SCNpcInteractionSkillListPacket,1,quest_accept_and_turnin,0.1429,2,6
SCDoodadRemovedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.5,2,1
SCDoodadRemovedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.5,2,1
SCDoodadRemovedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.5,2,1
SCDoodadRemovedPacket,SCQuestContextStartedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCDoodadRemovedPacket,SCQuestContextUpdatedPacket,1,quest_accept_and_turnin,0.25,2,3
SCDoodadRemovedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCDoodadRemovedPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCDoodadRemovedPacket,SCUnitDeathPacket,1,quest_accept_and_turnin,0.25,2,3
SCDoodadRemovedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCDoodadRemovedPacket,SCUnitHealedPacket,1,quest_accept_and_turnin,0.3333,2,2
SCDoodadRemovedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.2,2,4
SCDoodadRemovedPacket,SCUnitsRemovedPacket,1,quest_accept_and_turnin,0.25,2,3
SCDoodadRemovedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.5,2,1
SCDoodadRemovedPacket,resource:money_changed,1,quest_accept_and_turnin,0.2,2,4
SCDoodadRemovedPacket,skill:instant_cast,1,quest_accept_and_turnin,0.1429,2,6
SCDoodadsCreatedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.1667,4,3
SCDoodadsCreatedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.1667,4,3
SCDoodadsCreatedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsCreatedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsCreatedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsCreatedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsCreatedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.2,4,2
SCDoodadsCreatedPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.2,4,2
SCDoodadsCreatedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.2,4,2
SCDoodadsCreatedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1429,4,4
SCDoodadsCreatedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsRemovedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.1667,4,3
SCDoodadsRemovedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.1667,4,3
SCDoodadsRemovedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsRemovedPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsRemovedPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsRemovedPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.25,4,1
SCDoodadsRemovedPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.2,4,2
SCDoodadsRemovedPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.2,4,2
SCDoodadsRemovedPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.2,4,2
SCDoodadsRemovedPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1429,4,4
SCDoodadsRemovedPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.25,4,1
SCErrorMsgPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCErrorMsgPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCErrorMsgPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCErrorMsgPacket,SCNpcInteractionSkillListPacket,1,quest_accept_and_turnin,0.125,3,6
SCErrorMsgPacket,SCPlaySoundPacket,1,quest_accept_and_turnin,0.3333,3,1
SCErrorMsgPacket,SCPlotEndedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCErrorMsgPacket,SCQuestContextCompletedPacket,1,quest_accept_and_turnin,0.3333,3,1
SCErrorMsgPacket,SCQuestContextStartedPacket,1,quest_accept_and_turnin,0.25,3,2
SCErrorMsgPacket,SCQuestContextUpdatedPacket,1,quest_accept_and_turnin,0.2,3,3
SCErrorMsgPacket,SCUnitAttachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCErrorMsgPacket,SCUnitDamagedPacket,1,quest_accept_and_turnin,0.25,3,2
SCErrorMsgPacket,SCUnitDeathPacket,1,quest_accept_and_turnin,0.2,3,3
SCErrorMsgPacket,SCUnitDetachedPacket,1,quest_accept_and_turnin,0.25,3,2
SCErrorMsgPacket,SCUnitHealedPacket,1,quest_accept_and_turnin,0.25,3,2
SCErrorMsgPacket,SCUnitStatePacket,1,quest_accept_and_turnin,0.1667,3,4
SCErrorMsgPacket,SCUnitsRemovedPacket,1,quest_accept_and_turnin,0.2,3,3
SCErrorMsgPacket,refusal:skill_refused,1,quest_accept_and_turnin,0.3333,3,1
SCErrorMsgPacket,resource:money_changed,1,quest_accept_and_turnin,0.1667,3,4
SCErrorMsgPacket,skill:instant_cast,1,quest_accept_and_turnin,0.125,3,6
SCExpChangedPacket,SCMateSpawnedPacket,1,quest_accept_and_turnin,0.2,3,3
SCExpChangedPacket,SCMateStatePacket,1,quest_accept_and_turnin,0.2,3,3
SCExpChangedPacket,SCNpcChatMessagePacket,1,quest_accept_and_turnin,0.3333,3,1
SCExpChangedPacket,SCNpcInteractionSkillListPacket,1,quest_accept_and_turnin,0.125,3,6
