packet,direction,observed_count,scenarios_seen,observed,known_to_repo,source_path,opcode,status
SCFvFCombatRelationshipPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFvFCombatRelationshipPacket.cs,0x088,DISCOVERY_LEAD
SCGetSlotCountPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGetSlotCountPacket.cs,0x1E2,DISCOVERY_LEAD
SCGimmickJointsBrokenPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGimmickJointsBrokenPacket.cs,0x13F,DISCOVERY_LEAD
SCGimmickMovementPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGimmickMovementPacket.cs,0x13E,DISCOVERY_LEAD
SCGimmicksCreatedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGimmicksCreatedPacket.cs,0x13C,DISCOVERY_LEAD
SCGimmicksRemovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGimmicksRemovedPacket.cs,0x13D,DISCOVERY_LEAD
SCGradeEnchantBroadcastPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGradeEnchantBroadcastPacket.cs,0x09F,DISCOVERY_LEAD
SCGradeEnchantResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCGradeEnchantResultPacket.cs,0x09C,DISCOVERY_LEAD
SCHackGuardRetAddrsRequestPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHackGuardRetAddrsRequestPacket.cs,0x1C6,DISCOVERY_LEAD
SCHouseBuildPayChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseBuildPayChangedPacket.cs,0x0BF,DISCOVERY_LEAD
SCHouseBuildProgressPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseBuildProgressPacket.cs,0x0BD,DISCOVERY_LEAD
SCHouseDemolishedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseDemolishedPacket.cs,0x0C0,DISCOVERY_LEAD
SCHouseFarmPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseFarmPacket.cs,0x0C3,DISCOVERY_LEAD
SCHouseOwnerNameChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseOwnerNameChangedPacket.cs,0x0CB,DISCOVERY_LEAD
SCHousePermissionChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHousePermissionChangedPacket.cs,0x0BE,DISCOVERY_LEAD
SCHouseResetForSalePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseResetForSalePacket.cs,0x0C9,DISCOVERY_LEAD
SCHouseSetForSalePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseSetForSalePacket.cs,0x0C8,DISCOVERY_LEAD
SCHouseSoldPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseSoldPacket.cs,0x0CA,DISCOVERY_LEAD
SCHouseStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseStatePacket.cs,0x0BC,DISCOVERY_LEAD
SCHouseTaxInfoPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHouseTaxInfoPacket.cs,0x0C4,DISCOVERY_LEAD
SCHousingRecoverTogglePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHousingRecoverTogglePacket.cs,0x0C6,DISCOVERY_LEAD
SCHungPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCHungPacket.cs,0x137,DISCOVERY_LEAD
SCICSBuyResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSBuyResultPacket.cs,0x1D3,DISCOVERY_LEAD
SCICSCheckTimePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSCheckTimePacket.cs,0x1D2,DISCOVERY_LEAD
SCICSExchangeRatioPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSExchangeRatioPacket.cs,0x1D7,DISCOVERY_LEAD
SCICSGoodDetailPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSGoodDetailPacket.cs,0x1D1,DISCOVERY_LEAD
SCICSGoodListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSGoodListPacket.cs,0x1D0,DISCOVERY_LEAD
SCICSMenuListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSMenuListPacket.cs,0x1CF,DISCOVERY_LEAD
SCICSSyncGoodPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCICSSyncGoodPacket.cs,0x1D4,DISCOVERY_LEAD
SCIdleKickPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCIdleKickPacket.cs,0x216,DISCOVERY_LEAD
SCInitialConfigPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInitialConfigPacket.cs,0x006,DISCOVERY_LEAD
SCInstantGameAddPointPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameAddPointPacket.cs,0x193,DISCOVERY_LEAD
SCInstantGameEndPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameEndPacket.cs,0x192,DISCOVERY_LEAD
SCInstantGameJoinedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameJoinedPacket.cs,0x190,DISCOVERY_LEAD
SCInstantGameKillPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameKillPacket.cs,0x194,DISCOVERY_LEAD
SCInstantGameKillstreakPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameKillstreakPacket.cs,0x195,DISCOVERY_LEAD
SCInstantGameRemainTimePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameRemainTimePacket.cs,0x196,DISCOVERY_LEAD
SCInstantGameStartPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInstantGameStartPacket.cs,0x191,DISCOVERY_LEAD
SCInvenExpandedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInvenExpandedPacket.cs,0x04D,DISCOVERY_LEAD
SCInviteJuryPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInviteJuryPacket.cs,0x172,DISCOVERY_LEAD
SCInviteToInstantGamePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCInviteToInstantGamePacket.cs,0x18E,DISCOVERY_LEAD
SCItemSocketingLunagemResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCItemSocketingLunagemResultPacket.cs,0x09D,DISCOVERY_LEAD
SCItemSocketingLunastoneResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCItemSocketingLunastoneResultPacket.cs,0x09E,DISCOVERY_LEAD
SCItemUccDataChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCItemUccDataChangedPacket.cs,0x15D,DISCOVERY_LEAD
SCJoinedChatChannelPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCJoinedChatChannelPacket.cs,0x0CC,DISCOVERY_LEAD
SCJoinedTeamPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCJoinedTeamPacket.cs,0x0D6,DISCOVERY_LEAD
SCJuryBeSeatedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCJuryBeSeatedPacket.cs,0x174,DISCOVERY_LEAD
SCJuryPointChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCJuryPointChangedPacket.cs,0x18A,DISCOVERY_LEAD
SCJuryWaitStatusPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCJuryWaitStatusPacket.cs,0x17C,DISCOVERY_LEAD
SCJuryWaitingNumberPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCJuryWaitingNumberPacket.cs,0x182,DISCOVERY_LEAD
SCKickedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCKickedPacket.cs,0x1A0,DISCOVERY_LEAD
SCKnockBackUnitPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCKnockBackUnitPacket.cs,0x074,DISCOVERY_LEAD
SCLeaveWorldCanceledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLeaveWorldCanceledPacket.cs,0x004,DISCOVERY_LEAD
SCLeaveWorldGrantedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLeaveWorldGrantedPacket.cs,0x003,DISCOVERY_LEAD
SCLeavedChatChannelPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLeavedChatChannelPacket.cs,0x0CD,DISCOVERY_LEAD
SCLeavedTeamPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLeavedTeamPacket.cs,0x0D8,DISCOVERY_LEAD
SCLevelChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLevelChangedPacket.cs,0x102,DISCOVERY_LEAD
SCLevelRestrictionConfigPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLevelRestrictionConfigPacket.cs,0x217,DISCOVERY_LEAD
SCLoadInstancePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLoadInstancePacket.cs,0x197,DISCOVERY_LEAD
SCLootBagDataPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootBagDataPacket.cs,0x0F8,DISCOVERY_LEAD
SCLootDiceNotifyPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootDiceNotifyPacket.cs,0x0FC,DISCOVERY_LEAD
SCLootDicePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootDicePacket.cs,0x0FB,DISCOVERY_LEAD
SCLootDiceSummaryPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootDiceSummaryPacket.cs,0x0FD,DISCOVERY_LEAD
SCLootItemFailedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootItemFailedPacket.cs,0x0FA,DISCOVERY_LEAD
SCLootItemTookPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootItemTookPacket.cs,0x0F9,DISCOVERY_LEAD
SCLootableStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLootableStatePacket.cs,0x0F6,DISCOVERY_LEAD
SCLpManagedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCLpManagedPacket.cs,0x048,DISCOVERY_LEAD
SCMailBodyPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailBodyPacket.cs,0x11B,DISCOVERY_LEAD
SCMailDeletedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailDeletedPacket.cs,0x11F,DISCOVERY_LEAD
SCMailFailedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailFailedPacket.cs,0x115,DISCOVERY_LEAD
SCMailListEndPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailListEndPacket.cs,0x11A,DISCOVERY_LEAD
SCMailListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailListPacket.cs,0x119,DISCOVERY_LEAD
SCMailReceiverOpenedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailReceiverOpenedPacket.cs,0x11C,DISCOVERY_LEAD
SCMailRemovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailRemovedPacket.cs,0x123,DISCOVERY_LEAD
SCMailReturnedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailReturnedPacket.cs,0x121,DISCOVERY_LEAD
SCMailSentPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailSentPacket.cs,0x117,DISCOVERY_LEAD
SCMailStatusUpdatedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMailStatusUpdatedPacket.cs,0x122,DISCOVERY_LEAD
SCMateEquipmentChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMateEquipmentChangedPacket.cs,0x126,DISCOVERY_LEAD
SCMileageChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMileageChangedPacket.cs,0x101,DISCOVERY_LEAD
SCMineAmountPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMineAmountPacket.cs,0x124,DISCOVERY_LEAD
SCMyHousePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMyHousePacket.cs,0x0C1,DISCOVERY_LEAD
SCMyHouseRemovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMyHouseRemovedPacket.cs,0x0C2,DISCOVERY_LEAD
SCMySlavePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCMySlavePacket.cs,0x066,DISCOVERY_LEAD
SCNationalMonumentChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCNationalMonumentChangedPacket.cs,0x022,DISCOVERY_LEAD
SCNationalTaxRatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCNationalTaxRatePacket.cs,0x021,DISCOVERY_LEAD
SCNaviTeleportPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCNaviTeleportPacket.cs,0x15C,DISCOVERY_LEAD
SCNoticeMessagePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCNoticeMessagePacket.cs,0x0D0,DISCOVERY_LEAD
SCNotifyResurrectionPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCNotifyResurrectionPacket.cs,0x041,DISCOVERY_LEAD
SCOnOffSnowPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCOnOffSnowPacket.cs,0x0B4,DISCOVERY_LEAD
SCOtherTradeItemPutupPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCOtherTradeItemPutupPacket.cs,0x163,DISCOVERY_LEAD
SCOtherTradeItemTookdownPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCOtherTradeItemTookdownPacket.cs,0x167,DISCOVERY_LEAD
SCOtherTradeMoneyPutupPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCOtherTradeMoneyPutupPacket.cs,0x165,DISCOVERY_LEAD
SCOverHeadMarkerSetPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCOverHeadMarkerSetPacket.cs,0x0E6,DISCOVERY_LEAD
SCPauseUserMusicPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPauseUserMusicPacket.cs,0x1E1,DISCOVERY_LEAD
SCPlaytimePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPlaytimePacket.cs,0x059,DISCOVERY_LEAD
SCPlotCastingStoppedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPlotCastingStoppedPacket.cs,0x0B1,DISCOVERY_LEAD
SCPlotChannelingStoppedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPlotChannelingStoppedPacket.cs,0x0B2,DISCOVERY_LEAD
SCPlotEventPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPlotEventPacket.cs,0x0AE,DISCOVERY_LEAD
SCPortalDeletedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPortalDeletedPacket.cs,0x05E,DISCOVERY_LEAD
SCPortalInfoSavedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPortalInfoSavedPacket.cs,0x05D,DISCOVERY_LEAD
SCPremiumPointChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPremiumPointChangedPacket.cs,0x202,DISCOVERY_LEAD
SCPremiumServiceListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPremiumServiceListPacket.cs,0x1D8,DISCOVERY_LEAD
SCPrepareLeaveWorldPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCPrepareLeaveWorldPacket.cs,0x002,DISCOVERY_LEAD
SCProcessingInstancePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCProcessingInstancePacket.cs,0x198,DISCOVERY_LEAD
SCQuestContextResetPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCQuestContextResetPacket.cs,0x14C,DISCOVERY_LEAD
SCQuestRewardedByMailPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCQuestRewardedByMailPacket.cs,0x14E,DISCOVERY_LEAD
SCQuestsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCQuestsPacket.cs,0x0F2,DISCOVERY_LEAD
SCRaceCongestionPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRaceCongestionPacket.cs,0x03F,DISCOVERY_LEAD
SCRankAlarmPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRankAlarmPacket.cs,0x205,DISCOVERY_LEAD
SCRawPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRawPacket.cs,,DISCOVERY_LEAD
SCReconnectAuthPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCReconnectAuthPacket.cs,0x001,DISCOVERY_LEAD
SCRecoverableExpPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRecoverableExpPacket.cs,0x100,DISCOVERY_LEAD
SCRefreshInCharacterListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRefreshInCharacterListPacket.cs,0x1CD,DISCOVERY_LEAD
SCRefreshTeamMemberPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRefreshTeamMemberPacket.cs,0x0E3,DISCOVERY_LEAD
SCRejectedTeamPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRejectedTeamPacket.cs,0x0D7,DISCOVERY_LEAD
SCResponseCommonFarmListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCResponseCommonFarmListPacket.cs,0x1B1,DISCOVERY_LEAD
SCResponseUIDataPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCResponseUIDataPacket.cs,0x1CA,DISCOVERY_LEAD
SCResultRestrictCheckPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCResultRestrictCheckPacket.cs,0x1CE,DISCOVERY_LEAD
SCRulingClosedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRulingClosedPacket.cs,0x17E,DISCOVERY_LEAD
SCRulingStatusPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCRulingStatusPacket.cs,0x17D,DISCOVERY_LEAD
SCScheduleItemUpdatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCScheduleItemUpdatePacket.cs,0x1EB,DISCOVERY_LEAD
SCSchoolOfFishDoodadsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSchoolOfFishDoodadsPacket.cs,0x1B7,DISCOVERY_LEAD
SCSchoolOfFishFinderToggledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSchoolOfFishFinderToggledPacket.cs,0x1B6,DISCOVERY_LEAD
SCSearchListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSearchListPacket.cs,0x04F,DISCOVERY_LEAD
SCSendUserMusicPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSendUserMusicPacket.cs,0x1DF,DISCOVERY_LEAD
SCSetBreathPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSetBreathPacket.cs,0x1BC,DISCOVERY_LEAD
SCShipyardStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCShipyardStatePacket.cs,0x1AA,DISCOVERY_LEAD
SCShowCommonFarmPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCShowCommonFarmPacket.cs,0x1B0,DISCOVERY_LEAD
SCSiegeAlertPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSiegeAlertPacket.cs,0x0ED,DISCOVERY_LEAD
SCSkillControllerStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSkillControllerStatePacket.cs,0x06D,DISCOVERY_LEAD
SCSkillCooldownResetPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSkillCooldownResetPacket.cs,0x0AD,DISCOVERY_LEAD
SCSkillLearnedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSkillLearnedPacket.cs,0x105,DISCOVERY_LEAD
SCSkillStoppedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSkillStopped.cs,0x0A4,DISCOVERY_LEAD
SCSkillUpgradedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSkillUpgradedPacket.cs,0x106,DISCOVERY_LEAD
SCSkillsResetPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSkillsResetPacket.cs,0x108,DISCOVERY_LEAD
SCSlaveBoundPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSlaveBoundPacket.cs,0x064,DISCOVERY_LEAD
SCSlaveCreatedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSlaveCreatedPacket.cs,0x061,DISCOVERY_LEAD
SCSlaveDespawnPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSlaveDespawnPacket.cs,0x063,DISCOVERY_LEAD
SCSlaveEquipmentChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSlaveEquipmentChangedPacket.cs,0x068,DISCOVERY_LEAD
SCSlaveRemovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSlaveRemovedPacket.cs,0x062,DISCOVERY_LEAD
SCSlaveStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSlaveStatePacket.cs,0x1AB,DISCOVERY_LEAD
SCSpamReportedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSpamReportedPacket.cs,0x120,DISCOVERY_LEAD
SCSpecialtyCurrentPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSpecialtyCurrentPacket.cs,0x1F4,DISCOVERY_LEAD
SCSpecialtyRatioPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSpecialtyRatioPacket.cs,0x099,DISCOVERY_LEAD
SCSummonDefendantPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSummonDefendantPacket.cs,0x175,DISCOVERY_LEAD
SCSummonJuryPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSummonJuryPacket.cs,0x173,DISCOVERY_LEAD
SCSyncItemLifespanPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCSyncItemLifespanPacket.cs,0x098,DISCOVERY_LEAD
SCTeamAckRiskyActionPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamAckRiskyActionPacket.cs,0x0E8,DISCOVERY_LEAD
SCTeamAreaInvitedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamAreaInvitedPacket.cs,0x0E5,DISCOVERY_LEAD
SCTeamBecameRaidTeamPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamBecameRaidTeamPacket.cs,0x0DF,DISCOVERY_LEAD
SCTeamDismissedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamDismissedPacket.cs,0x0D9,DISCOVERY_LEAD
SCTeamLootingRuleChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamLootingRuleChangedPacket.cs,0x0E2,DISCOVERY_LEAD
SCTeamMemberDisconnectedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamMemberDisconnectedPacket.cs,0x0DC,DISCOVERY_LEAD
SCTeamMemberJoinedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamMemberJoinedPacket.cs,0x0DA,DISCOVERY_LEAD
SCTeamMemberLeavedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamMemberLeavedPacket.cs,0x0DB,DISCOVERY_LEAD
SCTeamMemberMovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamMemberMovedPacket.cs,0x0E0,DISCOVERY_LEAD
SCTeamMemberRoleChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamMemberRoleChangedPacket.cs,0x0DE,DISCOVERY_LEAD
SCTeamOwnerChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamOwnerChangedPacket.cs,0x0DD,DISCOVERY_LEAD
SCTeamPingPosPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamPingPosPacket.cs,0x0E7,DISCOVERY_LEAD
SCTeamRemoteMembersExPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeamRemoteMembersExPacket.cs,0x0E4,DISCOVERY_LEAD
SCTeleportUnitPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTeleportUnitPacket.cs,0x072,DISCOVERY_LEAD
SCTelescopeToggledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTelescopeToggledPacket.cs,0x1B2,DISCOVERY_LEAD
SCTelescopeUnitsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTelescopeUnitsPacket.cs,0x1B3,DISCOVERY_LEAD
SCToggleBeautyshopResponsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCToggleBeautyshopResponsePacket.cs,0x1F1,DISCOVERY_LEAD
SCTowerDefEndPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTowerDefEndPacket.cs,0x16D,DISCOVERY_LEAD
SCTowerDefListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTowerDefListPacket.cs,0x16B,DISCOVERY_LEAD
SCTowerDefStartPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTowerDefStartPacket.cs,0x16C,DISCOVERY_LEAD
SCTowerDefWaveStartPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTowerDefWaveStartPacket.cs,0x16E,DISCOVERY_LEAD
SCTradeCanceledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeCanceledPacket.cs,0x161,DISCOVERY_LEAD
SCTradeItemPutupPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeItemPutupPacket.cs,0x162,DISCOVERY_LEAD
SCTradeItemTookdownPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeItemTookdownPacket.cs,0x166,DISCOVERY_LEAD
